unit_id,time,soh,rul_cycles,eol_cycle
BV08TR_0002,60,0.8442877527233525,15,75
BV08TR_0002,61,0.8410581310517564,14,75
BV08TR_0002,62,0.8377934215944812,13,75
BV08TR_0002,63,0.8346308577911725,12,75
BV08TR_0002,64,0.8314902056403646,11,75
BV08TR_0002,65,0.8282728118510735,10,75
BV08TR_0002,66,0.8251948178733894,9,75
BV08TR_0002,67,0.8222035562416216,8,75
BV08TR_0002,68,0.8191314178315798,7,75
BV08TR_0002,69,0.8159838821905824,6,75
BV08TR_0002,70,0.812776079226654,5,75
BV08TR_0002,71,0.8096946316891748,4,75
BV08TR_0002,72,0.806581847626474,3,75
BV08TR_0002,73,0.8034454506334417,2,75
BV08TR_0002,74,0.8001729873070601,1,75
BV08TR_0002,75,0.796943890119359,0,75
BV08TR_0003,0,0.9807139949968685,69,69
BV08TR_0003,1,0.978109380575888,68,69
BV08TR_0003,2,0.9755755639706074,67,69
BV08TR_0003,3,0.9729640333616982,66,69
BV08TR_0003,4,0.9705670949562488,65,69
BV08TR_0003,5,0.968032042018449,64,69
BV08TR_0003,6,0.965489735493751,63,69
BV08TR_0003,7,0.962962971237128,62,69
BV08TR_0003,8,0.9604766807450592,61,69
BV08TR_0003,9,0.9580104359418278,60,69
BV08TR_0003,10,0.955390342256626,59,69
BV08TR_0003,11,0.9527963067422603,58,69
BV08TR_0003,12,0.9502516058964192,57,69
BV08TR_0003,13,0.9475882904741142,56,69
BV08TR_0003,14,0.944994056826505,55,69
BV08TR_0003,15,0.9424021904901608,54,69
BV08TR_0003,16,0.9397683328782472,53,69
BV08TR_0003,17,0.9371550664750062,52,69
BV08TR_0003,18,0.9345119303435162,51,69
BV08TR_0003,19,0.9317941428072556,50,69
BV08TR_0003,20,0.9292423281441387,49,69
BV08TR_0003,21,0.9265264782012408,48,69
BV08TR_0003,22,0.923926168768784,47,69
BV08TR_0003,23,0.9213682990596014,46,69
BV08TR_0003,24,0.9189252610153802,45,69
BV08TR_0003,25,0.9162917219190372,44,69
BV08TR_0003,26,0.9136948618063042,43,69
BV08TR_0003,27,0.9110954832862632,42,69
BV08TR_0003,28,0.9084731032190698,41,69
BV08TR_0003,29,0.9058645227518272,40,69
BV08TR_0003,30,0.9031027316608452,39,69
BV08TR_0003,31,0.9004019466256216,38,69
BV08TR_0003,32,0.897640626651834,37,69
BV08TR_0003,33,0.8950506856618548,36,69
BV08TR_0003,34,0.8922899543398972,35,69
BV08TR_0003,35,0.8895101827868022,34,69
BV08TR_0003,36,0.886804460174126,33,69
BV08TR_0003,37,0.8841654731501827,32,69
BV08TR_0003,38,0.8814046566331986,31,69
BV08TR_0003,39,0.8787775026710912,30,69
BV08TR_0003,40,0.8761392676722173,29,69
BV08TR_0003,41,0.8734576604508792,28,69
BV08TR_0003,42,0.8707147428740345,27,69
BV08TR_0003,43,0.8679892080758309,26,69
BV08TR_0003,44,0.865353640948185,25,69
BV08TR_0003,45,0.8625854035025332,24,69
BV08TR_0003,46,0.859849881580612,23,69
BV08TR_0003,47,0.8571627384848983,22,69
BV08TR_0003,48,0.854424754942389,21,69
BV08TR_0003,49,0.8517599789212976,20,69
BV08TR_0003,50,0.8490136067580655,19,69
BV08TR_0003,51,0.8463774985596457,18,69
BV08TR_0003,52,0.8436718238049622,17,69
BV08TR_0003,53,0.8410013720492664,16,69
BV08TR_0003,54,0.8382761852416976,15,69
BV08TR_0003,55,0.8356616940329382,14,69
BV08TR_0003,56,0.833004807864635,13,69
BV08TR_0003,57,0.830450584925804,12,69
BV08TR_0003,58,0.8278391353110752,11,69
BV08TR_0003,59,0.8252113756195061,10,69
BV08TR_0003,60,0.8225807863076549,9,69
BV08TR_0003,61,0.8199534744852854,8,69
BV08TR_0003,62,0.8172109945771344,7,69
BV08TR_0003,63,0.8145254254653246,6,69
BV08TR_0003,64,0.8119329745345683,5,69
BV08TR_0003,65,0.8092697265796388,4,69
BV08TR_0003,66,0.8065909054053877,3,69
BV08TR_0003,67,0.8040541095480696,2,69
BV08TR_0003,68,0.8015396531757254,1,69
BV08TR_0003,69,0.7989869690200772,0,69
BV08TR_0004,0,1.0013497271716971,63,63
BV08TR_0004,1,0.9981473528220938,62,63
BV08TR_0004,2,0.994894035009038,61,63
BV08TR_0004,3,0.9916960713384741,60,63
BV08TR_0004,4,0.9886022698916614,59,63
BV08TR_0004,5,0.9854755612703264,58,63
BV08TR_0004,6,0.982139520841848,57,63
BV08TR_0004,7,0.9790561768846905,56,63
BV08TR_0004,8,0.9759213949458315,55,63
BV08TR_0004,9,0.9727250368686738,54,63
BV08TR_0004,10,0.9696411755783682,53,63
BV08TR_0004,11,0.9665674421275702,52,63
BV08TR_0004,12,0.9634511686588074,51,63
BV08TR_0004,13,0.96035936651367,50,63
BV08TR_0004,14,0.9572577644960601,49,63
BV08TR_0004,15,0.9542276544635806,48,63
BV08TR_0004,16,0.9512022072107956,47,63
BV08TR_0004,17,0.9480712441481214,46,63
BV08TR_0004,18,0.9449223113192472,45,63
BV08TR_0004,19,0.9417833780181585,44,63
BV08TR_0004,20,0.9387562047957996,43,63
BV08TR_0004,21,0.9358324908802244,42,63
BV08TR_0004,22,0.93290347025765,41,63
BV08TR_0004,23,0.9298713151136324,40,63
BV08TR_0004,24,0.9269106776407745,39,63
BV08TR_0004,25,0.9240359379390918,38,63
BV08TR_0004,26,0.9210587260396034,37,63
BV08TR_0004,27,0.91817813887184,36,63
BV08TR_0004,28,0.9152665439947602,35,63
BV08TR_0004,29,0.912428362578163,34,63
BV08TR_0004,30,0.90937810296198,33,63
BV08TR_0004,31,0.906343464592564,32,63
BV08TR_0004,32,0.9034243432550475,31,63
BV08TR_0004,33,0.9003659873515762,30,63
BV08TR_0004,34,0.8973357096939816,29,63
BV08TR_0004,35,0.8943492226950407,28,63
BV08TR_0004,36,0.8913751317440224,27,63
BV08TR_0004,37,0.8882142005593724,26,63
BV08TR_0004,38,0.8852886502720151,25,63
BV08TR_0004,39,0.8823317436424656,24,63
BV08TR_0004,40,0.8793429012933502,23,63
BV08TR_0004,41,0.8764041866401713,22,63
BV08TR_0004,42,0.8733813971528194,21,63
BV08TR_0004,43,0.8703780326668538,20,63
BV08TR_0004,44,0.8672485187766594,19,63
BV08TR_0004,45,0.8642864357511352,18,63
BV08TR_0004,46,0.8612190521774714,17,63
BV08TR_0004,47,0.8581652714010102,16,63
BV08TR_0004,48,0.8551563707973002,15,63
BV08TR_0004,49,0.8521018218602713,14,63
BV08TR_0004,50,0.8490891028890176,13,63
BV08TR_0004,51,0.8460233780816542,12,63
BV08TR_0004,52,0.8420106634203227,11,63
BV08TR_0004,53,0.8378646059490183,10,63
BV08TR_0004,54,0.8336942200838244,9,63
BV08TR_0004,55,0.8294826336632609,8,63
BV08TR_0004,56,0.8252884710159964,7,63
BV08TR_0004,57,0.8211933624492416,6,63
BV08TR_0004,58,0.8167833132738325,5,63
BV08TR_0004,59,0.8126937310329524,4,63
BV08TR_0004,60,0.8087740676780296,3,63
BV08TR_0004,61,0.804648351321548,2,63
BV08TR_0004,62,0.800543172165522,1,63
BV08TR_0004,63,0.7965029409702256,0,63
BV08TR_0005,0,1.036089274229149,84,84
BV08TR_0005,1,1.0331964548003059,83,84
BV08TR_0005,2,1.0303579701946286,82,84
BV08TR_0005,3,1.027648064677848,81,84
BV08TR_0005,4,1.0249426827134547,80,84
BV08TR_0005,5,1.022038607391905,79,84
BV08TR_0005,6,1.019304611181294,78,84
BV08TR_0005,7,1.0165323942593505,77,84
BV08TR_0005,8,1.0137451891397935,76,84
BV08TR_0005,9,1.011001625552067,75,84
BV08TR_0005,10,1.008192638598799,74,84
BV08TR_0005,11,1.0054190119186543,73,84
BV08TR_0005,12,1.0026194360842924,72,84
BV08TR_0005,13,0.999791322180949,71,84
BV08TR_0005,14,0.9969084985608668,70,84
BV08TR_0005,15,0.9942004567456848,69,84
BV08TR_0005,16,0.9915741836401238,68,84
BV08TR_0005,17,0.9887883479134086,67,84
BV08TR_0005,18,0.9859524273180365,66,84
BV08TR_0005,19,0.9830429672898922,65,84
BV08TR_0005,20,0.980199575912212,64,84
BV08TR_0005,21,0.977357683412841,63,84
BV08TR_0005,22,0.9745667507230859,62,84
BV08TR_0005,23,0.9717647936373814,61,84
BV08TR_0005,24,0.9688381182182242,60,84
BV08TR_0005,25,0.9660313522018088,59,84
BV08TR_0005,26,0.9631031703996675,58,84
BV08TR_0005,27,0.9602733996758084,57,84
BV08TR_0005,28,0.9574738012643704,56,84
BV08TR_0005,29,0.954681687159714,55,84
BV08TR_0005,30,0.9517820690299754,54,84
BV08TR_0005,31,0.9489482167536591,53,84
BV08TR_0005,32,0.9461387760214478,52,84
BV08TR_0005,33,0.9430968665985924,51,84
BV08TR_0005,34,0.9400294239035026,50,84
BV08TR_0005,35,0.9371301928640425,49,84
BV08TR_0005,36,0.9341529846373444,48,84
BV08TR_0005,37,0.93128591631121,47,84
BV08TR_0005,38,0.9284092976968153,46,84
BV08TR_0005,39,0.9255320727606572,45,84
BV08TR_0005,40,0.9226167323528416,44,84
BV08TR_0005,41,0.9197946307673764,43,84
BV08TR_0005,42,0.9169047332986344,42,84
BV08TR_0005,43,0.914048259824638,41,84
BV08TR_0005,44,0.9111337657286448,40,84
BV08TR_0005,45,0.9081701262038105,39,84
BV08TR_0005,46,0.90513052337415,38,84
BV08TR_0005,47,0.9022030458673868,37,84
BV08TR_0005,48,0.8992098810190606,36,84
BV08TR_0005,49,0.8963163962966753,35,84
BV08TR_0005,50,0.8934488204659023,34,84
BV08TR_0005,51,0.8905258841832396,33,84
BV08TR_0005,52,0.8875862208771312,32,84
BV08TR_0005,53,0.8847889653863408,31,84
BV08TR_0005,54,0.88190894751588,30,84
BV08TR_0005,55,0.8789814593488346,29,84
BV08TR_0005,56,0.876173740076541,28,84
BV08TR_0005,57,0.8734472297820116,27,84
BV08TR_0005,58,0.870628219730056,26,84
BV08TR_0005,59,0.8679114601975976,25,84
BV08TR_0005,60,0.8650698436263456,24,84
BV08TR_0005,61,0.8623214244651742,23,84
BV08TR_0005,62,0.8596005892447512,22,84
BV08TR_0005,63,0.8567770340120576,21,84
BV08TR_0005,64,0.8540435150308971,20,84
BV08TR_0005,65,0.8513146099422207,19,84
BV08TR_0005,66,0.8485502517249712,18,84
BV08TR_0005,67,0.8458939311321736,17,84
BV08TR_0005,68,0.8432265055816088,16,84
BV08TR_0005,69,0.8403081800371034,15,84
BV08TR_0005,70,0.8377316731298917,14,84
BV08TR_0005,71,0.8348732073762756,13,84
BV08TR_0005,72,0.8320255674569333,12,84
BV08TR_0005,73,0.8293264507559605,11,84
BV08TR_0005,74,0.8265005608213208,10,84
BV08TR_0005,75,0.8237714938630554,9,84
BV08TR_0005,76,0.820933101576742,8,84
BV08TR_0005,77,0.818135341424403,7,84
BV08TR_0005,78,0.8153889779103684,6,84
BV08TR_0005,79,0.8126459366309531,5,84
BV08TR_0005,80,0.8098276890559488,4,84
BV08TR_0005,81,0.8070751485181072,3,84
BV08TR_0005,82,0.8043021243557398,2,84
BV08TR_0005,83,0.8014256891363855,1,84
BV08TR_0005,84,0.7985691067707524,0,84
BV08TR_0006,0,0.9663068297151562,69,69
BV08TR_0006,1,0.9642202874444564,68,69
BV08TR_0006,2,0.9620112104488278,67,69
BV08TR_0006,3,0.9597565152369129,66,69
BV08TR_0006,4,0.957565471676575,65,69
BV08TR_0006,5,0.955280586293484,64,69
BV08TR_0006,6,0.9531338441959315,63,69
BV08TR_0006,7,0.9509881510451808,62,69
BV08TR_0006,8,0.948801765299283,61,69
BV08TR_0006,9,0.9465701049405592,60,69
BV08TR_0006,10,0.9443087590856915,59,69
BV08TR_0006,11,0.9420685479652708,58,69
BV08TR_0006,12,0.9398299411210745,57,69
BV08TR_0006,13,0.9376840537113964,56,69
BV08TR_0006,14,0.9355058648492686,55,69
BV08TR_0006,15,0.9333049584104884,54,69
BV08TR_0006,16,0.9310909672118562,53,69
BV08TR_0006,17,0.9289055499825029,52,69
BV08TR_0006,18,0.9267810632702825,51,69
BV08TR_0006,19,0.9244795905685727,50,69
BV08TR_0006,20,0.922287913796477,49,69
BV08TR_0006,21,0.9201223571098148,48,69
BV08TR_0006,22,0.9177234106952518,47,69
BV08TR_0006,23,0.9154548085772928,46,69
BV08TR_0006,24,0.9133677680101415,45,69
BV08TR_0006,25,0.9111268029516012,44,69
BV08TR_0006,26,0.90886129272415,43,69
BV08TR_0006,27,0.9066037464606892,42,69
BV08TR_0006,28,0.9043684340623406,41,69
BV08TR_0006,29,0.9021480128358298,40,69
BV08TR_0006,30,0.8999522595322931,39,69
BV08TR_0006,31,0.89766216962976,38,69
BV08TR_0006,32,0.8954485803013422,37,69
BV08TR_0006,33,0.8932174093340965,36,69
BV08TR_0006,34,0.8909385314100128,35,69
BV08TR_0006,35,0.8886969980592792,34,69
BV08TR_0006,36,0.8864834802730658,33,69
BV08TR_0006,37,0.8842442638782742,32,69
BV08TR_0006,38,0.8819988439970292,31,69
BV08TR_0006,39,0.8798245423304704,30,69
BV08TR_0006,40,0.877669711202223,29,69
BV08TR_0006,41,0.875563358861066,28,69
BV08TR_0006,42,0.8733298997967655,27,69
BV08TR_0006,43,0.8712108142595896,26,69
BV08TR_0006,44,0.8690615894659671,25,69
BV08TR_0006,45,0.8668656157845529,24,69
BV08TR_0006,46,0.8647072775441302,23,69
BV08TR_0006,47,0.862626664214503,22,69
BV08TR_0006,48,0.8604306527019004,21,69
BV08TR_0006,49,0.8583144254792241,20,69
BV08TR_0006,50,0.8561548845646259,19,69
BV08TR_0006,51,0.8540205758525222,18,69
BV08TR_0006,52,0.8518313162948007,17,69
BV08TR_0006,53,0.8497004862325499,16,69
BV08TR_0006,54,0.8475006184142632,15,69
BV08TR_0006,55,0.845360515192964,14,69
BV08TR_0006,56,0.8421552826845311,13,69
BV08TR_0006,57,0.8389422484805364,12,69
BV08TR_0006,58,0.8356955918575713,11,69
BV08TR_0006,59,0.8323593589285005,10,69
BV08TR_0006,60,0.8291826473815302,9,69
BV08TR_0006,61,0.8259288284866303,8,69
BV08TR_0006,62,0.8225662480278705,7,69
BV08TR_0006,63,0.8191639744906813,6,69
BV08TR_0006,64,0.8159324437359415,5,69
BV08TR_0006,65,0.8126129582984056,4,69
BV08TR_0006,66,0.8094584669492366,3,69
BV08TR_0006,67,0.8060629841886272,2,69
BV08TR_0006,68,0.8028764969683353,1,69
BV08TR_0006,69,0.7995323660357858,0,69
BV08TR_0007,0,0.9750762750714124,90,90
BV08TR_0007,1,0.9732360031730224,89,90
BV08TR_0007,2,0.971260264428543,88,90
BV08TR_0007,3,0.9692829422500824,87,90
BV08TR_0007,4,0.9674045322931712,86,90
BV08TR_0007,5,0.9654847185936104,85,90
BV08TR_0007,6,0.9636435490437683,84,90
BV08TR_0007,7,0.9617059482592611,83,90
BV08TR_0007,8,0.9597562732246332,82,90
BV08TR_0007,9,0.9577493136547006,81,90
BV08TR_0007,10,0.955836807846811,80,90
BV08TR_0007,11,0.95393437453353,79,90
BV08TR_0007,12,0.9520220822912142,78,90
BV08TR_0007,13,0.9500931637899144,77,90
BV08TR_0007,14,0.9481372657883614,76,90
BV08TR_0007,15,0.9461776189603606,75,90
BV08TR_0007,16,0.9441567530984518,74,90
BV08TR_0007,17,0.9423369579788426,73,90
BV08TR_0007,18,0.9404126806126663,72,90
BV08TR_0007,19,0.9384301588079995,71,90
BV08TR_0007,20,0.9364793236605726,70,90
BV08TR_0007,21,0.9345243575979382,69,90
BV08TR_0007,22,0.932486408451274,68,90
BV08TR_0007,23,0.930426544325257,67,90
BV08TR_0007,24,0.928433726554316,66,90
BV08TR_0007,25,0.926475277199054,65,90
BV08TR_0007,26,0.92461636425167,64,90
BV08TR_0007,27,0.9226511836377098,63,90
BV08TR_0007,28,0.9206463205264,62,90
BV08TR_0007,29,0.9186603052551384,61,90
BV08TR_0007,30,0.9166633139973975,60,90
BV08TR_0007,31,0.914609805128306,59,90
BV08TR_0007,32,0.9125870294596298,58,90
BV08TR_0007,33,0.91059390317434,57,90
BV08TR_0007,34,0.9086187975570283,56,90
BV08TR_0007,35,0.9065433300643732,55,90
BV08TR_0007,36,0.9045323883944745,54,90
BV08TR_0007,37,0.902539265726637,53,90
BV08TR_0007,38,0.9005545246995994,52,90
BV08TR_0007,39,0.8985200335491135,51,90
BV08TR_0007,40,0.8965733409974767,50,90
BV08TR_0007,41,0.8945816687637722,49,90
BV08TR_0007,42,0.8924870329486426,48,90
BV08TR_0007,43,0.8905029892273976,47,90
BV08TR_0007,44,0.8884361872732597,46,90
BV08TR_0007,45,0.8863934357968861,45,90
BV08TR_0007,46,0.8844555090923865,44,90
BV08TR_0007,47,0.8825281344795024,43,90
BV08TR_0007,48,0.8805199566494624,42,90
BV08TR_0007,49,0.8785018064806444,41,90
BV08TR_0007,50,0.876449181508167,40,90
BV08TR_0007,51,0.874450939968712,39,90
BV08TR_0007,52,0.8725873054190293,38,90
BV08TR_0007,53,0.8705464568272777,37,90
BV08TR_0007,54,0.8685599965652,36,90
BV08TR_0007,55,0.866582193801106,35,90
BV08TR_0007,56,0.8646219755603928,34,90
BV08TR_0007,57,0.8625684411133882,33,90
BV08TR_0007,58,0.8606278776237797,32,90
BV08TR_0007,59,0.8586070475225164,31,90
BV08TR_0007,60,0.8566777276683921,30,90
BV08TR_0007,61,0.8548496522864133,29,90
BV08TR_0007,62,0.8528993769516141,28,90
BV08TR_0007,63,0.850937282711873,27,90
BV08TR_0007,64,0.8489187120120218,26,90
BV08TR_0007,65,0.847039240391462,25,90
BV08TR_0007,66,0.8450622733003932,24,90
BV08TR_0007,67,0.8431570362193923,23,90
BV08TR_0007,68,0.8412600639370448,22,90
BV08TR_0007,69,0.8393324588900082,21,90
BV08TR_0007,70,0.8374069893315332,20,90
BV08TR_0007,71,0.8355965567767465,19,90
BV08TR_0007,72,0.8336411650094468,18,90
BV08TR_0007,73,0.8317244865648471,17,90
BV08TR_0007,74,0.8298012967680108,16,90
BV08TR_0007,75,0.8278518687975415,15,90
BV08TR_0007,76,0.8259923073079972,14,90
BV08TR_0007,77,0.8240119665777054,13,90
BV08TR_0007,78,0.8220827400989777,12,90
BV08TR_0007,79,0.820225462256807,11,90
BV08TR_0007,80,0.8183026238035669,10,90
BV08TR_0007,81,0.8164245778545222,9,90
BV08TR_0007,82,0.8145658766521098,8,90
BV08TR_0007,83,0.8126236001492947,7,90
BV08TR_0007,84,0.8106465451595268,6,90
BV08TR_0007,85,0.808679990840267,5,90
BV08TR_0007,86,0.8067004448526217,4,90
BV08TR_0007,87,0.8047247606740723,3,90
BV08TR_0007,88,0.8028422587961526,2,90
BV08TR_0007,89,0.8008651073825822,1,90
BV08TR_0007,90,0.7989156605952678,0,90
BV08TR_0008,0,0.9581140385667813,69,69
BV08TR_0008,1,0.9557783083143604,68,69
BV08TR_0008,2,0.953389722443912,67,69
BV08TR_0008,3,0.9510035363075215,66,69
BV08TR_0008,4,0.9486334460729888,65,69
BV08TR_0008,5,0.9462558559923888,64,69
BV08TR_0008,6,0.9438421675919197,63,69
BV08TR_0008,7,0.9414633306918825,62,69
BV08TR_0008,8,0.9391810897744582,61,69
BV08TR_0008,9,0.9368231151890184,60,69
BV08TR_0008,10,0.9344797198389878,59,69
BV08TR_0008,11,0.9321377515855302,58,69
BV08TR_0008,12,0.9298711165449168,57,69
BV08TR_0008,13,0.9275768235447244,56,69
BV08TR_0008,14,0.925338632617994,55,69
BV08TR_0008,15,0.9230705673357262,54,69
BV08TR_0008,16,0.920700732514664,53,69
BV08TR_0008,17,0.9183945731733945,52,69
BV08TR_0008,18,0.916141687242184,51,69
BV08TR_0008,19,0.9138795157937873,50,69
BV08TR_0008,20,0.9115899267918978,49,69
BV08TR_0008,21,0.9093537021587508,48,69
BV08TR_0008,22,0.9071053349656224,47,69
BV08TR_0008,23,0.9047880852196892,46,69
BV08TR_0008,24,0.90247056289663,45,69
BV08TR_0008,25,0.9001798658074197,44,69
BV08TR_0008,26,0.8979591894666256,43,69
BV08TR_0008,27,0.8957936593135633,42,69
BV08TR_0008,28,0.8935054120549689,41,69
BV08TR_0008,29,0.8912365144700516,40,69
BV08TR_0008,30,0.8890550807883124,39,69
BV08TR_0008,31,0.8868615044098345,38,69
BV08TR_0008,32,0.8846324058505725,37,69
BV08TR_0008,33,0.8823265230301085,36,69
BV08TR_0008,34,0.8800558767334478,35,69
BV08TR_0008,35,0.8778662383203728,34,69
BV08TR_0008,36,0.8756367476264416,33,69
BV08TR_0008,37,0.8734315413731303,32,69
BV08TR_0008,38,0.8711547011085228,31,69
BV08TR_0008,39,0.8690186824412336,30,69
BV08TR_0008,40,0.8668946835088105,29,69
BV08TR_0008,41,0.8646326502882161,28,69
BV08TR_0008,42,0.8624105010591401,27,69
BV08TR_0008,43,0.8600122086759201,26,69
BV08TR_0008,44,0.8577013179545728,25,69
BV08TR_0008,45,0.8554329346990449,24,69
BV08TR_0008,46,0.8532184135445596,23,69
BV08TR_0008,47,0.8508737060916597,22,69
BV08TR_0008,48,0.8486354017240211,21,69
BV08TR_0008,49,0.8464186036194351,20,69
BV08TR_0008,50,0.8441493642546491,19,69
BV08TR_0008,51,0.8418922679349526,18,69
BV08TR_0008,52,0.8395380944260922,17,69
BV08TR_0008,53,0.8372364897707611,16,69
BV08TR_0008,54,0.8348446194513724,15,69
BV08TR_0008,55,0.8324810271147712,14,69
BV08TR_0008,56,0.8301391368532764,13,69
BV08TR_0008,57,0.8276458982344641,12,69
BV08TR_0008,58,0.8252553696874546,11,69
BV08TR_0008,59,0.8227897790833205,10,69
BV08TR_0008,60,0.8204266391507693,9,69
BV08TR_0008,61,0.8180801212607995,8,69
BV08TR_0008,62,0.8157402509894992,7,69
BV08TR_0008,63,0.8132852802703338,6,69
BV08TR_0008,64,0.8108912674713643,5,69
BV08TR_0008,65,0.8085947380233627,4,69
