unit_id,time,capacity_ah,soh
B0005,59,1.6945798601797895,0.8472899300898947
B0005,60,1.6849029086609286,0.8424514543304643
B0005,61,1.6744741591159717,0.8372370795579859
B0005,62,1.6745692479879102,0.8372846239939551
B0005,63,1.663716375981405,0.8318581879907025
B0005,64,1.659013868748246,0.829506934374123
B0005,65,1.6538540573335014,0.8269270286667507
B0005,66,1.642653782130131,0.8213268910650655
B0005,67,1.6378578430223698,0.8189289215111849
B0005,68,1.6327350407099108,0.8163675203549554
B0005,69,1.6277528915533617,0.8138764457766808
B0005,70,1.622125485521159,0.8110627427605795
B0005,71,1.6113256603765849,0.8056628301882924
B0005,72,1.6065631397488385,0.8032815698744192
B0005,73,1.6015142233917594,0.8007571116958797
B0005,74,1.590369231400328,0.795184615700164
B0018,0,1.8550045207910817,0.9275022603955408
B0018,1,1.8431955317089987,0.9215977658544994
B0018,2,1.8396018424355423,0.9198009212177711
B0018,3,1.8306736044962053,0.9153368022481027
B0018,4,1.8327002069419656,0.9163501034709828
B0018,5,1.8285288846046388,0.9142644423023194
B0018,6,1.8212011895697924,0.9106005947848962
B0018,7,1.8151700106433282,0.9075850053216641
B0018,8,1.8042980520967649,0.9021490260483824
B0018,9,1.8231002302844226,0.9115501151422113
B0018,10,1.8121253520255494,0.9060626760127747
B0018,11,1.8046916382117766,0.9023458191058883
B0018,12,1.790844349786295,0.8954221748931475
B0018,13,1.783470722841926,0.891735361420963
B0018,14,1.7809386125310702,0.8904693062655351
B0018,15,1.771209039672698,0.885604519836349
B0018,16,1.7686303996707076,0.8843151998353538
B0018,17,1.7536304801917124,0.8768152400958562
B0018,18,1.7462197416415093,0.8731098708207546
B0018,19,1.7376647337053737,0.8688323668526868
B0018,20,1.7315166735475835,0.8657583367737918
B0018,21,1.7085949894470602,0.8542974947235301
B0018,22,1.711469957068211,0.8557349785341055
B0018,23,1.7075021373272627,0.8537510686636314
B0018,24,1.7492382064360228,0.8746191032180114
B0018,25,1.7327697147429955,0.8663848573714977
B0018,26,1.7222313328292376,0.8611156664146188
B0018,27,1.711846298984729,0.8559231494923645
B0018,28,1.699267835126687,0.8496339175633435
B0018,29,1.6940366439243106,0.8470183219621553
B0018,30,1.6819027078768087,0.8409513539384044
B0018,31,1.6769770618433686,0.8384885309216843
B0018,32,1.6655229306478936,0.8327614653239468
B0018,33,1.6571924575832084,0.8285962287916042
B0018,34,1.6482241555294048,0.8241120777647024
B0018,35,1.6387701497987262,0.8193850748993631
B0018,36,1.6276486907262062,0.8138243453631031
B0018,37,1.62215370227252,0.81107685113626
B0018,38,1.6140066510467586,0.8070033255233793
B0018,39,1.6760516154424623,0.8380258077212311
B0018,40,1.649300642552199,0.8246503212760995
B0018,41,1.63238299185809,0.816191495929045
B0018,42,1.6164159719025777,0.8082079859512888
B0018,43,1.6109028378249377,0.8054514189124689
B0018,44,1.5954638693695657,0.7977319346847829
B0018,45,1.726707440085764,0.863353720042882
B0018,46,1.7165673917429753,0.8582836958714877
B0018,47,1.6958235570934848,0.8479117785467424
B0018,48,1.6777783190792557,0.8388891595396278
B0018,49,1.6606586897774192,0.8303293448887096
B0018,50,1.6664109274827466,0.8332054637413733
B0018,51,1.6468336174407805,0.8234168087203902
B0018,52,1.6257639928779952,0.8128819964389976
B0018,53,1.6121577411874595,0.8060788705937297
B0018,54,1.6057366823755344,0.8028683411877672
B0018,55,1.673645314879889,0.8368226574399446
B0018,56,1.6404348572349936,0.8202174286174968
B0018,57,1.6132653317422077,0.8066326658711038
B0018,58,1.5920964324686278,0.7960482162343139
B0033,0,1.713169326386719,0.8565846631933595
B0033,1,1.6560966776720512,0.8280483388360256
B0033,2,1.6197297341990775,0.8098648670995388
B0033,3,1.604655812282729,0.8023279061413645
B0033,4,1.6255699769029337,0.8127849884514668
B0033,5,1.5900967306245992,0.7950483653122996
B0033,6,1.5739402299623984,0.7869701149811992
B0033,7,1.5711303351557309,0.7855651675778654
B0033,8,1.5897706153457416,0.7948853076728708
B0033,9,1.6257378771074,0.8128689385537
B0033,10,1.6523506333962537,0.8261753166981268
B0033,11,1.6143816761595386,0.8071908380797693
B0033,12,1.58697453394504,0.79348726697252
B0033,13,1.5818355572787333,0.7909177786393666
B0033,14,1.6919769406371152,0.8459884703185576
B0033,15,1.6879483800354476,0.8439741900177238
B0033,16,1.6586223007531458,0.8293111503765729
B0033,17,1.6420179032789863,0.8210089516394932
B0033,18,1.6381810791118743,0.8190905395559371
B0033,19,1.6422892507912386,0.8211446253956193
B0033,20,1.651270876264092,0.825635438132046
B0033,21,1.6326559297917211,0.8163279648958606
B0033,22,1.6260888111680731,0.8130444055840366
B0033,23,1.6079292963823688,0.8039646481911844
B0033,24,1.6125361114907395,0.8062680557453697
B0033,25,1.6218384168987892,0.8109192084493946
B0033,26,1.6145443029101134,0.8072721514550567
B0033,27,1.5953958917107596,0.7976979458553798
B0043,0,1.713782642126885,0.8568913210634425
B0043,1,1.6955681658647108,0.8477840829323554
B0043,2,1.6814906372051954,0.8407453186025977
B0043,3,1.6786372409532953,0.8393186204766476
B0043,4,1.6694168550864992,0.8347084275432496
B0043,5,1.6611938521224778,0.8305969260612389
B0043,6,1.6506423382064332,0.8253211691032166
B0043,7,1.6424273190907783,0.8212136595453892
B0043,8,1.6353664801041328,0.8176832400520664
B0043,9,1.633232875930849,0.8166164379654245
B0043,10,1.6258840554387932,0.8129420277193966
B0043,11,1.617976174654771,0.8089880873273855
B0043,12,1.6136652707273988,0.8068326353636994
B0043,13,1.605821026619692,0.802910513309846
B0043,14,1.6033527961961531,0.8016763980980766
B0043,15,1.5951342406182645,0.7975671203091322
B0043,16,1.5878135544728507,0.7939067772364253
B0043,17,1.5800601969084245,0.7900300984542122
B0043,18,1.575565087879128,0.787782543939564
B0043,19,1.5950169012164208,0.7975084506082104
B0044,0,1.686525555152074,0.843262777576037
B0044,1,1.6624606531639186,0.8312303265819593
B0044,2,1.6534010755700512,0.8267005377850256
B0044,3,1.6452145903490936,0.8226072951745468
B0044,4,1.635664062367341,0.8178320311836705
B0044,5,1.6267769765146463,0.8133884882573231
B0044,6,1.6159715504743064,0.8079857752371532
B0044,7,1.6076028386649623,0.8038014193324812
B0044,8,1.6003360401431612,0.8001680200715806
B0044,9,1.5978700914991917,0.7989350457495958
B0044,10,1.5900310265163515,0.7950155132581758
B0044,11,1.5816311155652092,0.7908155577826046
B0044,12,1.5714556311034702,0.7857278155517351
B0044,13,1.563220798569978,0.781610399284989
B0044,14,1.5606775388245586,0.7803387694122793
B0044,15,1.5523886011314287,0.7761943005657144
B0044,16,1.5444592876561967,0.7722296438280983
B0044,17,1.536558134180655,0.7682790670903274
B0044,18,1.5307255867941072,0.7653627933970536
B0044,19,1.545242808242328,0.772621404121164
